"TARGET","FixedAcidity","VolatileAcidity","CitricAcid","ResidualSugar","Chlorides","FreeSulfurDioxide","TotalSulfurDioxide","Density","pH","Sulphates","Alcohol","LabelAppeal","AcidIndex","STARS"
NA,17.4,1.32,0.39,7.9,0.247,47,451,0.99893,3.98,0.43,14.4,0,8,3
NA,5.4,0.31,1.74,3,0.053,46,464,0.98923,3.29,0.76,10,1,6,2
NA,14.4,1.46,0.43,11.3,0.113,277,304,0.9984,2.22,0.43,9.2,1,8,1
NA,9.6,0.23,0.25,19.25,0.093,19,263,1.09983,3.1,0.67,8.7,0,8,1
NA,6.9,0.61,0.21,15.7,0.056,280,63,1.03527,2.51,0.52,13.4,0,7,0
NA,5.2,0.17,0.27,0.7,0.03,216,411,1.01311,3.3,0.5,15.7,-1,6,0
NA,1.5,0.26,0.35,58.2,0.042,25,256,0.99695,3.35,0.57,10.4,-1,7,0
NA,6.9,0.26,0.3,8.1,0.087,366,197,0.99558,1.98,0.48,9.5,-1,7,1
NA,6.6,2.17,0.11,7,0.039,182,162,1.01309,2.74,0.5,11.2,0,6,1
NA,1.2,0.45,0.27,4.7,0.035,17,187,1.01322,3.12,0.54,12.5,-1,8,2
NA,5.4,0.3,0.28,21.7,0.029,25,93,0.96295,3.31,0.4,16.3,0,6,3
NA,6.9,0.24,0.42,8.5,0.087,112,262,0.9979,1.96,0.42,8.9,-1,8,0
NA,7.4,0.54,0.34,72.4,0.049,37,388,1.01658,3.06,0.51,13.5,-1,7,3
NA,6.3,1.5,0.51,1.8,0.046,54,518,0.9579,3.16,0.42,14.6,0,7,3
NA,6.8,0.5,0.02,1.7,0.066,18,113,0.98595,3.39,0.63,5.8,0,7,0
NA,6.1,0.31,0.72,3.9,0.034,42,348,1.037,3.24,0.46,10.9,0,7,0
NA,8,0.81,0.32,64.9,0.249,35,179,0.99683,4.1,1.75,18.6,0,9,0
NA,6.5,0.17,0.54,8.5,0.082,64,397,0.9959,1.99,0.39,8.8,1,7,1
NA,7.3,0.29,0.49,7.4,0.034,140,147,0.99085,3.25,1.24,11.9,1,8,0
NA,7.2,0.32,0.2,9.9,0.053,21,174,1.03455,2.51,2,6,1,8,2
NA,17.3,2.11,0.02,1.3,0.072,23,84,0.9965,3.1,1.08,9.2,1,8,0
NA,14.1,0.24,0.34,2.7,0.356,282.5,218.5,0.9934,3.3,0.58,9.7,1,7,1
NA,15.9,0.29,0.36,6.9,0.122,36,90,0.9975,4.13,1.78,11,-1,8,2
NA,16.9,0.345,0.35,22.2,0.045,51,279,0.9933,1.81,0.44,15.2,1,7,3
NA,6.2,1,1.42,1,0.186,158,213,0.99032,3.54,0.45,11.3,-1,7,1
NA,17.6,0.38,0.2,5.3,0.703,57,181,0.9792,3.24,0.96,4.5,-1,7,0
NA,7.3,0.4,0.28,6.3,0.04,24,359,0.9903,3.25,0.64,14.6,1,7,4
NA,6.3,0.23,0.28,7.2,0.062,276,174,0.94936,3.23,0.72,10.6,1,6,2
NA,7.6,0.21,0.6,2.1,0.428,47,45,0.98808,3.05,0.54,6.5,1,8,2
NA,6,0.34,1.76,25.9,0.046,43,409,0.9979,3.14,2.2,8.8,0,7,3
NA,12.8,0.425,0.38,1.2,0.047,31,227,0.9924,3.14,0.67,3.3,0,8,2
NA,18.5,0.3,0.37,61.1,0.051,41,137,0.9761,4.01,0.2,10.5,1,8,1
NA,2.6,0.39,0.22,2.8,0.039,16,153,0.96152,1.12,0.36,9.8,0,7,1
NA,16.7,0.3,1.78,1.6,0.377,27,288,0.99438,4.12,0.46,9.8,2,8,3
NA,11,0.35,0.29,61.3,0.047,138,151,0.9912,2.45,0.58,9.4,-1,6,3
NA,8.2,0.27,0.6,1.85,0.048,184,491,0.95486,3.79,0.49,5.05,2,9,4
NA,3.7,0.33,0.64,71.4,0.056,35,273,0.9972,3.05,0.59,12.6,0,8,2
NA,6.6,0.61,0,36.9,0.577,37,8,0.99396,3.33,0.37,5.8,1,7,0
NA,17.9,0.27,0.3,30.8,0.04,36,117,0.99222,3.28,0.53,16.5,0,8,3
NA,6.6,0.31,0.25,8,0.036,40,124,1.01245,3.06,0.05,10.8,-1,7,1
NA,9.2,1.49,0.33,10.4,0.166,56,194,0.96119,2.33,0.58,11.7,1,8,3
NA,8,0.36,0.43,4,0.293,29,150,0.97192,3.4,0.46,3.2,1,9,4
NA,17.5,0.23,0.54,20.9,0.031,24,98,1.03793,3,0.54,13.4,0,8,3
NA,3,0.4,0.37,57.5,0.585,53,178,0.9955,3.04,0.43,10.9,0,8,3
NA,20,0.38,0.47,1.1,0.037,23,22,1.00761,3.21,0.49,10.9,0,9,1
NA,10.5,0.66,0.47,13.8,0.101,273,45,0.99638,3.23,0.76,16.8,0,11,0
NA,0.4,0.27,0.21,2.2,0.116,43,522,1.02632,3.32,0.47,12.9,1,7,3
NA,9.8,0.61,0,2.2,0.1,48,59,0.98065,3.61,0.64,12.9,0,7,0
NA,0.9,0.21,0.36,26.8,0.079,176,19,0.96363,3.31,1.01,12.6,0,8,0
NA,6.4,0.34,0.06,1.8,0.213,43,477,1.00615,3.42,0.69,11,0,7,3
NA,1.5,0.28,1.08,1.6,0.045,36,431,0.99534,3.11,0.56,6.2,0,10,2
NA,5.9,0.17,0.02,30.3,0.03,32,311,0.98913,0.96,0.67,8.1,-1,6,2
NA,12.7,0.23,0.6,2.2,0.565,7,18,0.93792,3.04,0.25,16.3,-1,12,0
NA,9.3,0.005,1.87,2.6,0.07,27,39,1.01673,3.12,0.59,9.9,-1,10,0
NA,8.9,0.48,0.97,3.5,0.11,10,40,0.9944,3.1,0.36,9.8,-1,10,1
NA,7.3,2.695,0.33,1.1,0.044,14,171,0.99012,3.1,0.44,12.4,0,8,2
NA,7.6,0.42,0.3,1.9,0.047,184,432,0.9937,3.2,0.53,13.9,2,8,4
NA,7.1,0.05,0.25,1.3,0.04,59,524,0.99361,3.27,0.55,8,-1,8,2
NA,8.6,0.29,1.96,32.5,0.427,288,120,1.01362,3.06,1.04,12.1,0,7,0
NA,6.2,0.25,1.01,3.5,0.369,272,124,1.05319,4.09,0.34,12.8,-1,7,3
NA,7.6,0.17,1.1,7.1,0.05,227,228,0.99422,1.88,0.36,9.5,0,8,2
NA,3.9,0.275,1.45,5.4,0.118,70,245,0.9926,2.96,0.65,10.8,1,6,3
NA,7.3,0.24,1.02,7.4,0.061,33,105,0.99627,3.31,0.05,13,-1,8,1
NA,14,0.19,0.3,31.9,0.061,33,147,0.98902,4.08,1.44,12.8,-1,7,2
NA,6.3,1.12,0.32,4.2,0.021,179,117,0.99182,3.93,0.43,12.8,1,7,2
NA,10.2,0.05,1.84,2.4,0.075,287,74,0.98623,2.36,2.19,24,0,11,0
NA,8.4,0.23,0.32,13.4,0.124,35,363,0.98814,3.12,0.47,8.8,-2,9,2
NA,8.6,0.55,0.35,15.55,0.102,35.5,248.5,0.97988,3.91,0.15,11,-1,10,0
NA,6.7,1.33,0.35,1.35,0.152,30.5,544,0.99388,3.54,0.53,9.5,0,7,1
NA,4.2,0.34,0.27,5.8,0.047,21,144,0.98741,2.34,0.76,14.7,0,8,2
NA,7.5,0.29,0.29,64.7,0.051,25,344,1.08705,4.27,1.62,6.3,1,8,3
NA,10.7,0.6,0.49,34,0.1,5,114,0.96947,3.25,1.95,11.9,1,14,2
NA,8,0.85,0.44,6.9,0.284,21,111,0.99158,3.09,0.32,11.2,0,9,1
NA,13,1.01,0.57,0.6,0.373,6,20,0.99652,3.4,0.48,13.3,1,10,0
NA,7.1,0.15,0.44,6,0.033,8,135,0.98327,3.19,0.52,13.9,1,7,4
NA,6.3,0.79,0.3,2.8,0.239,33,125,1.03088,3.03,0,14.7,1,7,3
NA,14.3,0.41,1.04,14,0.032,47,365,0.98003,4.44,0.5,10,1,7,2
NA,16,0.29,0.35,2.3,0.034,20,509,1.03432,2.71,0.41,12.7,0,7,0
NA,11.8,0.52,0.17,12.3,0.047,5,26,0.9932,3.26,1.24,16.5,0,7,2
NA,1.6,0.19,0.32,18.75,0.356,106,517,1.00014,2.06,1.69,6.5,-1,8,1
NA,10.3,0.48,0.24,17.2,0.072,15,19,0.9956,3.22,0.66,12.8,0,11,0
NA,8,0.32,0.16,17.2,0.4,3,114,0.99454,3.22,0.58,11.2,0,9,0
NA,1.5,0.37,1.31,1.8,0.063,125,164,0.96573,3.17,0.44,10.9,1,8,3
NA,6.9,0.41,0.53,1.5,0.224,19,128,0.9958,3.91,0.78,14.4,0,7,0
NA,7.4,1.08,0.49,8.8,0.027,23,341,0.9931,4.76,1.58,11.4,0,8,2
NA,7.1,1.15,1.16,30.7,0.109,30,124,0.97275,3.77,0.43,5.5,1,8,3
NA,7.5,0.47,0.49,4.3,0.048,275,89,0.99182,3.54,2.29,13.56666667,0,6,3
NA,6.7,0.31,0.3,12.4,0.039,29,168,0.99728,4.15,0.47,9.5,-1,7,3
NA,7,1.94,0.56,14.2,0.081,28,181,0.9983,3.18,0.62,9.3,1,8,4
NA,6.8,0.3,0.22,38.9,0.039,41,521,0.96149,3.58,1.39,9.2,1,7,3
NA,6.8,0.21,0.4,7.3,0.041,59,207,1.00673,2.64,0.43,6.5,1,7,2
NA,6.7,0.2,1.41,3.2,0.037,36,310,1.01979,3.06,1.83,9.1,-1,7,0
NA,8.1,0.26,0.51,10.1,0.05,128,375,0.99724,3.69,2.06,9,1,9,2
NA,6.2,0.44,0.32,7.7,0.096,292,242,1.01874,3.56,0.72,11.1,-1,7,2
NA,17.9,0.4,0.21,45.5,0.15,44,182,1.04823,3.35,0.54,3.6,-1,7,2
NA,7.4,0.44,0.17,7.7,0.045,44,157,0.998,3.82,0.44,10,1,8,2
NA,6.5,0.27,1.12,22,0.142,128,175,0.99364,3.61,1.58,10.1,1,7,2
NA,6.4,0.18,0.77,9.4,0.057,24,90,0.9963,3.35,0.47,9.4,0,7,2
NA,7,1.41,1.64,4.5,0.132,60,140,0.9984,3.51,0.7,15.8,0,7,1
NA,9.2,0.095,0.19,1.6,0.039,526,172,1.06481,4.17,0.41,6,1,6,4
NA,16.4,0.3,0.29,6.2,0.172,180,95,0.99071,3.03,1.86,12.9,2,7,3
NA,7.4,0.42,0.47,14.15,0.667,6,185,1.01521,2.8,0.53,9.3,1,9,3
NA,11.9,0.39,0.41,8.5,0.062,19,503,0.99628,3.04,0.95,9.4,1,8,1
NA,6.5,0.695,0.63,6.8,0.048,20,360,0.99432,3.44,0.46,3.6,0,6,0
NA,6.1,0.42,0.38,1.5,0.111,81,106,0.94323,3.03,0.41,12.1,0,7,2
NA,5.8,0.32,0.28,4.3,0.032,286,115,0.98946,3.16,1.35,15.3,0,6,4
NA,11.9,0.325,0.01,4.9,0.046,31,153,0.9966,3.27,0.51,3.4,-1,9,0
NA,14.9,0.15,0.34,61.5,0.035,31,342,0.99096,3.14,0.68,9.7,0,8,3
NA,7.5,0.21,0.3,7.3,0.081,34,126,0.9962,2.86,0.46,3,0,7,2
NA,8.5,0.5,0.48,5.8,0.58,146,75,1.03556,3.25,0.37,11.9,0,9,3
NA,2.4,0.46,0.4,7.9,0.041,35,142,0.98916,3.11,1.93,6.7,0,7,3
NA,8.6,0.32,0.29,9.4,0.038,80,282,1.00607,3.35,0.55,10.8,-1,8,2
NA,7.7,0.52,0.11,2.9,0.605,13,38,0.95725,3.34,2.47,9.3,0,7,3
NA,7.4,0.64,0.76,31.15,0.314,42,163,0.9984,2.9,0.49,9.7,0,9,2
NA,8.8,1.32,0.44,33.4,0.042,138,177,1.00065,3.02,0.46,13.2,0,10,4
NA,6.8,0.36,0.29,5.1,0.227,67,122,0.97606,3.13,2.36,12.6,0,7,0
NA,12.5,0.39,1.49,3.3,0.046,109,81,1.03558,3.27,0.56,12.2,-1,7,1
NA,3.9,0.79,0.46,42.5,0.477,44,177,0.99691,3.36,0.24,9.4,0,7,1
NA,5.7,0.785,0.28,2.1,0.459,6,168,0.99664,3.59,0.62,7.7,0,7,0
NA,2.6,1.27,1.15,12.5,0.602,38,3,0.95272,3.33,1.45,4.9,-1,6,1
NA,13.4,0.695,0.44,19.4,0.118,12,110,0.98977,2.23,0.67,8.8,0,7,0
NA,6.4,0.29,0.18,15,0.588,59,321,0.94721,0.9,0.5,9.2,2,7,3
NA,8,1.64,0.13,17.2,0.036,49,107,0.9996,1.78,0.59,9.7,0,8,3
NA,7.3,1.26,0.36,30.6,0.048,218,61,0.99143,4.47,2.23,5.3,0,7,3
NA,11.7,1.5,0.38,77.4,0.054,32,445,1.0002,3.22,1.56,9.7,0,9,2
NA,6,0.89,1.46,9.4,0.042,87,115,0.98952,1.65,0.41,18.4,-1,7,1
NA,6.8,0.3,0.27,35.7,0.04,24,29,0.9939,3.53,0.44,5.5,1,7,0
NA,5.6,0.34,0.02,6.9,0.038,192,89,0.99266,4.85,0.5,16,1,6,3
NA,6.3,1.16,0.24,7.2,0.082,77,47,0.9958,4.66,0.64,7.7,0,7,2
NA,8,0.5,1,1.6,0.054,353,311,0.99727,4.51,1.96,15.7,-1,6,0
NA,10,0.23,1.47,20.1,0.615,43,142,1.001,1.48,0.43,9.7,-1,11,2
NA,7.1,0.34,0.45,58.8,0.071,53,17,0.96291,3.1,2.22,3.7,0,8,0
NA,11.9,0.51,0.24,5.4,0.079,16,86,0.99764,3.34,2.16,9.5,1,9,1
NA,4.6,1.03,0.65,11.2,0.075,6,17,1.03341,3.22,0.66,11.8,0,11,0
NA,10.4,2.38,0.29,16.85,0.605,75,135,0.95,3.93,0.56,6.7,0,8,1
NA,7.3,0.22,1.7,15.6,0.214,28,168,0.97165,3.6,0.23,9,-1,7,2
NA,19.4,0.6,0,3.2,0.058,13,10,0.9977,3.18,2.04,3.8,0,10,0
NA,16.2,0.24,0.47,10.5,0.057,64,234,0.9959,3.28,0.66,8.8,0,9,1
NA,7.3,0.26,0.24,9.25,0.894,70,368,0.99606,5.38,0.47,2.1,1,8,1
NA,6.5,0.26,0.39,1.9,0.049,30.5,504,0.99566,4.29,0.43,15.8,0,7,1
NA,3.4,0.31,0.2,2.2,0.044,551,48,1.01085,2.99,0.03,16.3,0,6,2
NA,4.2,1.74,0.31,0.9,0.144,23,264,0.993,4.37,0.77,11.4,1,7,2
NA,6.4,0.16,0.44,35,0.051,39,122,0.96888,3.11,0.75,11.3,0,7,1
NA,7,1.38,1.09,58.8,0.556,59,126,0.99058,3.31,0.47,16.4,0,8,1
NA,3.4,0.45,1.83,9.1,0.085,24,84,0.9909,3.89,0.36,18.3,-1,7,3
NA,6.5,0.29,0.31,1.7,1.091,240,79,1.00774,3.27,0.66,11.4,1,7,3
NA,8.2,0.26,0.29,38.1,0.292,7,86,0.9944,4.34,0.62,10.2,0,9,2
NA,15.7,1.56,0.03,8.8,0.638,27,67,0.99592,3.64,1.91,3.5,0,8,1
NA,6.7,0.41,1.38,7.3,0.213,29,81,0.99151,2.57,0.39,6.3,0,7,2
NA,2.3,0.69,0.58,2,0.076,15,360,0.9973,3.35,0.63,4.1,0,7,0
NA,16.2,0.53,0.43,71,0.054,25,139,0.99836,3.53,1.38,21.2,1,8,3
NA,18.6,0.55,0.74,24.2,0.08,44,252,0.9998,3,0.46,9.2,-2,8,1
NA,2.6,0.65,3.38,61.1,0.061,9,166,0.99416,3.28,0.49,10,-1,8,0
NA,7.6,0.52,1.56,104.9,0.506,52,151,0.90565,3.18,0.82,7.3,-1,8,2
NA,13.2,0.35,0.38,8.75,0.368,148,87,1.02302,2.92,1.44,12.2,0,9,0
NA,8.8,0.24,0.39,1.2,0.246,32,85,1.00563,3.16,0.5,10.5,-1,8,1
NA,12.8,0.18,0.26,29.7,0.023,10,276,0.9893,3.07,0.54,12.3,1,6,2
NA,7.2,2.52,0.27,2.4,0.04,71,149,0.96405,3.1,0.51,9.2,-1,8,2
NA,7.8,0.25,0.49,9.1,0.04,46,133,1.04109,3.14,0.6,15.7,-1,8,2
NA,9.8,1.78,0.49,15.4,0.046,103,101,1.0004,2.41,0.75,2.8,-1,11,3
NA,6,0.17,0.22,46.8,0.039,114,104,0.98359,2.91,1.67,17.2,0,6,2
NA,6.4,0.31,0.49,7.5,0.073,38,151,1.02487,2.18,1.73,8.3,-2,7,2
NA,7.2,0.13,0.61,6.6,0.054,124,104,0.98059,3.24,2.66,16.2,0,8,2
NA,5.8,0.39,0.35,2,0.042,36,138,0.99382,3.95,0.76,23,1,6,1
NA,6.7,0.28,0.39,13.65,0.053,99,111,0.99455,3.25,0.47,4.7,-1,7,2
NA,6.5,0.27,0.31,33.8,0.036,45,179,0.9979,3.39,1.9,13.2,0,7,2
NA,4.9,0.425,2.53,37,0.427,318,396,1.01563,2.73,0.57,9,-1,7,0
NA,6.8,0.18,0.28,12,0.047,52,521,1.09641,3.22,0.53,4.3,0,7,2
NA,8.6,0.34,1.49,7.6,0.471,11,119,0.95413,3.17,0.47,9.4,-1,9,0
NA,10.4,0.21,0.7,64.2,0.596,261,142,1.0253,3.09,0.78,10.1,0,7,1
NA,7.4,0.08,0.58,48.9,0.022,295,125,0.9928,3.13,0.01,11.5,0,8,2
NA,0.4,0.2,0.31,6.85,0.053,80,211,0.99587,3.31,0.59,10.4,-1,8,2
NA,5.1,0.25,1.71,7.7,0.043,46,127,0.96977,3.35,0.43,10.3,1,6,4
NA,7.4,0.16,1.49,52.9,0.056,159,168,0.99825,2.9,0.98,8.7,0,8,1
NA,18.2,0.24,0.59,22.6,0.147,38,132,0.99333,3.37,0.5,9.1,0,8,2
NA,4.7,1.09,0.71,20.4,0.045,17,133,0.94624,4.58,0.6,11.8,2,5,1
NA,5.7,0.55,0.15,5.5,0.05,20,360,0.96176,3.31,0.53,2.4,0,6,0
NA,1.1,0.34,0.6,1.4,0.032,228,392,0.99214,3.07,0.52,9.8,1,8,1
NA,12.5,1.37,0.34,1.3,0.469,44,108,0.99105,3.36,0.45,1.4,1,8,2
NA,7.7,0.32,0.41,0.9,0.129,213,159,0.97521,3.09,1.54,16.36666667,-1,7,4
NA,9.5,0.49,0.36,2,0.186,146.5,314.5,0.9924,3.24,0.49,11,-1,8,1
NA,7.1,0.22,0.34,4.5,0.084,111,227,0.97988,2.96,0.56,4.8,0,8,2
NA,6.8,0.17,1.31,14.8,0.039,3,530,0.99243,3.28,1.44,10,1,6,3
NA,6.5,0.18,0.35,1.7,0.04,30,149,1.02005,3.49,0.3,10.2,-1,7,3
NA,16.6,0.68,0.37,1.6,0.049,103,193,1.02612,3.16,0.48,13.8,0,8,0
NA,9.3,0.24,0.89,15.4,0.052,218,467,0.95367,3.24,0.41,9,1,7,0
NA,6.5,0.94,0.06,17.1,0.128,29,44,0.99489,3.31,1.46,14,2,7,4
NA,4.4,0.84,0.18,5.8,0.038,32,443,1.04291,3.52,0.66,12.3,0,7,0
NA,6,1.01,1.92,50.6,0.408,171,149,0.9937,3.06,0.82,11,0,7,0
NA,6.6,0.76,1.33,1.4,0.656,34,421,0.95718,3.17,0.38,10,0,7,1
NA,6.2,1.49,0.32,1.8,0.036,37,107,0.98938,3.71,3.43,12.8,-1,7,3
NA,6,0.43,2.89,6.3,0.036,143,174,0.97131,3.69,1.21,9.8,1,7,3
NA,8,0.44,1.1,12.4,0.308,92,373,0.9991,3.61,0.64,9.2,1,9,3
NA,1.7,0.3,0.2,1.1,0.077,48,166,0.9944,4.31,0.54,8.7,1,6,0
NA,7.7,0.57,0.03,16.8,0.474,150,211,0.97546,3.24,0.58,14.5,1,8,3
NA,11.9,1.29,1.97,24.9,0.066,10,126,1,3.12,1.18,14.5,-1,13,0
NA,4.4,1.555,0.78,7,0.075,226,415,1.04135,3.49,1.09,9.3,0,8,1
NA,5.2,0.38,0,1.8,0.05,16,51,0.97279,3.68,0.79,18.1,1,6,0
NA,5.8,1.28,0.27,1.6,0.062,29,316,0.99184,2.28,0.81,6.7,0,6,2
NA,8.3,0.95,0.96,2.6,0.675,235,192,0.96265,3.4,0.53,13.8,-1,9,0
NA,7.4,1.7,0.36,53.6,0.821,60,111,0.9968,1.71,0.53,9.1,-1,8,0
NA,9.2,1.14,0.39,0.9,0.054,15,151,1.02896,2.96,0.28,10.4,1,10,1
NA,9.3,0.49,0.36,1.7,0.052,3,305,0.91906,2.21,1.12,4.4,1,10,1
NA,6.2,0.325,0.18,2.1,0.102,5,30,0.9967,3.4,0.37,9.8,0,9,0
NA,7.8,0.6,0.27,7.5,0.069,32,73,0.97374,2.49,0.57,10,-1,10,2
NA,5.7,0.24,0.24,40,0.498,190,121,0.95795,3.13,0.36,10,0,7,2
NA,3.7,0.24,1.5,2.7,0.044,21,202,0.99713,4.44,0.6,9,0,8,0
NA,6.4,0.4,0.07,19.8,0.254,10,417,1.02896,2.97,0.6,7.2,1,7,1
NA,8,1.25,0.28,9.7,0.357,15,323,0.99406,2.08,0.36,10,0,9,2
NA,6.6,0.27,0.29,23.6,0.157,73,212,0.96801,3.89,1.92,9.8,1,7,2
NA,6.3,0.34,1.33,14.7,0.046,49,157,1.0038,3.23,0.46,9.1,2,7,2
NA,20.6,1.29,0.03,28.5,0.076,21,250,1.02795,3.2,0.68,9.7,-2,8,1
NA,6.7,0.11,0.34,39.2,0.034,41,237,0.9962,3.42,0.41,10.8,1,7,3
NA,7,0,0.8,36.3,0.036,44,132,1.04172,3.34,0.11,9.4,1,7,1
NA,11.4,0.26,0.38,1.5,0.061,74,120,0.99192,2.44,2.12,4.1,1,8,3
NA,7.8,0.68,1.91,1.7,0.236,104,283,1.03276,2.54,0.64,8.5,2,8,0
NA,9.3,1.16,0.45,4.6,0.047,115,110,0.95247,2.26,0.58,13.33333333,-1,7,1
NA,5.3,0.32,0.31,3.7,0.043,22,188,0.9937,2.15,1.99,10.4,1,6,0
NA,10.3,1.54,3.37,4.5,0.113,22,157,0.998,3.28,0.5,11.5,0,11,2
NA,14.8,0.59,1.11,32.5,0.056,79,334,1.04028,5.11,0.82,16.2,0,7,1
NA,4.9,0.15,1.94,11.8,0.036,35,253,1.00787,2.98,0.39,17.7,1,7,3
NA,8.4,0.42,1.26,1.2,0.23,57,467,0.94554,2.07,0.45,9.5,-1,8,0
NA,6.8,0.51,0.33,54.7,0.074,9,200,1.03062,3.68,0.51,9.5,0,7,1
NA,7.2,0.36,0.27,2.4,0.11,199,228,1.04472,2.65,0.59,9.2,0,8,2
NA,6.6,1.36,0.46,7,0.07,287,467,0.98997,1.86,0.82,8.1,0,7,0
NA,4.8,0.27,0.25,59.4,0.053,54,202,1.00808,3.22,0.56,9.3,0,7,1
NA,7.3,0.37,0.27,10.2,0.047,16,79,0.99173,3.07,0.46,5.2,0,8,1
NA,8.3,0.42,0.62,19.25,0.04,41,169,1.01245,2.98,0.67,9.7,0,9,0
NA,6.4,0.25,0.3,5.5,0.208,15,388,0.99662,3.14,0.6,5,0,7,1
NA,6.2,0.06,0.25,9.3,0.24,35,163,1.03222,2.35,0.44,11.8,0,7,2
NA,12.8,1.46,0.3,27.2,0.038,85,153,0.9909,3.33,1.46,12,2,7,4
NA,5.9,0.12,0.27,8.1,0.213,40,507,0.99226,3.15,0.68,12.1,0,6,3
NA,9.3,0.58,1.67,1.9,0.058,8,22,1.03618,5.37,0.49,15,-1,8,0
NA,19.4,0.22,0.27,87.6,0.057,45,586,0.99299,3.27,0.44,9.9,-1,8,2
NA,10.5,0.42,0.49,63.9,0.071,89,407,1.04887,3.1,0.52,10.3,-1,9,0
NA,7.2,0.18,1.11,61.8,0.409,238,73,0.9925,2.66,0.4,10.8,-2,8,1
NA,7.2,0.41,0.32,32.6,0.047,152,132,1.00634,3.26,0.53,12.2,0,8,0
NA,2.1,1.65,0.29,8,0.029,167,134,0.98944,3.03,2.17,12.9,1,8,3
NA,8.3,0.315,0.26,2.1,0.084,11,50,0.9976,3.9,0.53,10,1,9,2
NA,6.7,0.59,0.43,22.2,0.078,18,30,1.01218,4.58,1.42,4.8,1,8,1
NA,7.6,0.17,0.37,1.5,0.442,26,75,1.03491,3.3,0.46,10.8,-1,8,3
NA,15.4,1.68,0.42,7.4,0.534,56,122,0.9958,3.22,0.48,7.1,1,7,4
NA,9.3,0.08,0.07,2,0.593,14,141,0.99077,2.95,0.77,12.2,1,9,2
NA,6.5,0.345,0.19,1.7,0.064,34,112,0.896,3.05,1.16,4.6,0,7,2
NA,9.4,0.21,0,1.4,0.326,11,18,0.97577,3.59,0.79,14.1,1,6,1
NA,14.2,0.21,0.28,8.7,0.045,40,181,0.9954,3.25,0.54,10.4,0,7,3
NA,10.5,1.01,0.64,2.4,0.453,6,15,0.9973,3.09,0.66,11.4,1,12,0
NA,6.4,0.27,0.09,5.8,0.224,290,231,0.94769,2.49,3.14,17.7,-1,7,2
NA,11.8,0.12,0,37,0.602,32,88,0.9897,3.2,2.18,11,0,7,2
NA,7,1.95,0.37,29.4,0.167,223,104,0.95502,1.9,1.98,17.7,-1,8,0
NA,18.3,0.27,0.47,18.8,0.024,29,128,0.98984,3.01,0.41,12.4,0,9,2
NA,6.1,0.785,1.15,0.7,0.764,11,66,1.03379,3.97,0.16,9.8,-1,6,1
NA,6.7,0.46,0.78,1.7,0.1,218,107,0.9948,3.52,0.6,15,1,7,2
NA,7.5,0.31,0.31,19.3,0.413,4,18,1.04589,2.17,0.65,14.7,1,8,0
NA,8.7,0.9,0.37,37.7,0.06,74,371,0.98761,3.54,0.88,11.5,2,8,3
NA,6.8,0.18,0.28,12.6,0.223,81,113,0.9443,3.11,0.45,10.9,0,7,2
NA,17.2,0.49,0.26,7.2,0.046,104,207,1.01934,3.12,0.37,15.5,-1,8,1
NA,6.9,0.58,0.42,12.6,0.345,33,81,0.98918,3.85,0.41,11.5,1,6,2
NA,6.6,0.72,0.89,0.8,0.462,70,240,0.97763,2.65,0.37,7.8,1,7,2
NA,5.9,0.5,0.49,4,0.054,187,144,0.9948,3.43,0.5,9.2,1,6,3
NA,10.7,0.59,0.51,2.3,0.082,63,712,0.99744,4.29,1.09,10.2,-1,8,0
NA,6.8,0.28,0.34,50.5,0.157,97.5,172,0.9934,3.18,1.49,10.9,0,8,2
NA,27.4,0.185,0.14,1.8,0.544,47,421,0.98404,3.55,0.44,14.25,0,6,0
NA,9.6,1.45,0.61,1,0.028,190,24,0.9926,2.91,0.04,15.8,0,10,1
NA,2.4,0.05,0.19,4.9,0.055,267,127,1.01681,4.26,0.41,6.3,1,7,2
NA,3.3,0.25,0.36,9.7,0.077,221,189,1.038,3.36,1.06,9.1,1,8,0
NA,11.5,0.53,0.33,13.7,0.395,41,185,0.9902,2.56,0.66,12.8,1,8,3
NA,6.8,0.63,1.27,1.9,0.215,87,108,0.94382,4.06,0.45,14.6,0,7,2
NA,7.1,1.13,0.43,2,0.047,400.5,307.5,1.03179,3.24,0.08,9.4,0,8,0
NA,15.2,1.06,0.3,7.7,0.037,29,159,1.03864,5.21,0.42,9.1,0,8,1
NA,12,0.36,1.98,8.7,1.161,18,68,1.01999,3.4,0.43,11,0,8,3
NA,6.6,0.635,0.25,66,0.045,45,201,0.96928,2.54,0.55,2.7,-1,7,0
NA,6.8,0.35,0.35,6,0.039,31,344,1.0392,3.1,0.47,9.4,0,7,1
NA,7.5,0.35,0.38,51.5,0.117,44,255,0.99635,3.38,0.43,9.2,1,8,0
NA,6.4,0.25,1.11,48.8,0.068,175,151,1.00293,2.09,1.46,18.4,1,8,3
NA,7.7,0.3,0.34,42.2,0.047,49,142,1.02411,3.18,0.34,6.7,-1,8,2
NA,12.4,0.66,0.17,17.75,0.335,59,553,0.99916,3.87,1.55,8.8,-1,7,2
NA,7.8,1.34,1.85,3.2,0.027,28,786,0.94747,2.96,0.37,11.3,-2,9,0
NA,5.8,0.29,0.05,0.8,0.272,11,363,0.9924,3.36,0.35,14.8,1,6,2
NA,13.1,0.71,0.49,5.6,0.094,178,110,1.03108,3.47,2.27,9.4,0,8,0
